,Review,Sentiment
829,Slightly disappointed Quality is not goodREAD MORE,0
830,Mind-blowing purchase Best one for beginners and intermediate players.READ MORE,1
831,Delightful Amazing!READ MORE,1
832,Very poor Worst quality.READ MORE,0
833,Great product Go for it!READ MORE,1
834,Good quality product GoodREAD MORE,1
835,Excellent Good.. Same as previews...READ MORE,1
836,Very Good It awesomeREAD MORE,1
837,Nice product Good quality...love itREAD MORE,1
838,Utterly Disappointed Bad qualityREAD MORE,0
839,Delightful Not bad it's goodREAD MORE,1
840,Absolute rubbish! SuperREAD MORE,0
841,Delightful All time favourite for badminton...READ MORE,1
842,Great product Good 😊READ MORE,1
843,Worthless Not goodREAD MORE,0
844,Good choice Nice productREAD MORE,1
845,Does the job Better shuttle for beginners and for humid areas...READ MORE,1
846,Best in the market! NiceREAD MORE,1
847,Great product Best for regular player.durable shuttle best for daily uses.READ MORE,1
848,Pretty good Good one but price is highREAD MORE,1
849,Not good Not have the quality I expectedREAD MORE,0
850,Fabulous! GoodREAD MORE,1
851,Fair Ok goodREAD MORE,1
852,Fabulous! Very nice. I like it. Tnq so much Flipkart.READ MORE,1
853,Fabulous! Its is very nice shuttle pro as well as badminton playing beginners soo i recommend this only to buy because other all are just no. But this shuttle is worthy Means value of money we can say .......READ MORE,1
854,Mind-blowing purchase Good qualityREAD MORE,1
855,Worth every penny GoodREAD MORE,1
856,Super! GoogREAD MORE,1
857,Great product Good for indoor courtsREAD MORE,1
858,"Fair Compared to the ones which are bought from shops, this seems relatively a bit slowREAD MORE",1
859,"Delightful Good for hard play... Its not durable when playing in raining 😅, other then it is the best 🤩.READ MORE",1
860,Highly recommended Nice happyREAD MORE,1
861,Worthless Very bad experienceREAD MORE,0
862,Simply awesome Very goodREAD MORE,1
863,Really Nice Good shuttleREAD MORE,1
864,Classy product GoodREAD MORE,1
865,Brilliant Very Nice shuttleREAD MORE,1
866,"Awesome Good quality shuttles, worth it.READ MORE",1
867,Just okay Good.. Oky..READ MORE,1
868,Super! GoodREAD MORE,1
869,"Must buy! Great buy for me, original shuttle delivered. However the box was a bit deformed when received. I didn't return because took Rick to open packaging and found original Yonex M350 shuttles.READ MORE",1
870,Simply awesome Excellent shuttle go for it guyzREAD MORE,1
871,Best in the market! Product is good but delivery was too lateREAD MORE,1
872,Unsatisfactory Product quality was very bad..broken 1 shuttle  within 1 match ..READ MORE,0
873,Nice product Superb packing... Keep it upREAD MORE,1
874,Perfect product! Very good productREAD MORE,1
875,Wonderful GoodREAD MORE,1
876,Did not meet expectations Very worst productREAD MORE,0
877,"Pretty good Best product available in market today, but its costlyREAD MORE",1
878,Waste of money! Very bad experienceREAD MORE,0
879,Awesome Super oneREAD MORE,1
880,"Expected a better product After 3 day use, shuttle is being uselessI dought on qualityREAD MORE",0
881,Great product Good experience with original shuttles.. delivery within 2 daysREAD MORE,1
882,Terrific Best product must buyREAD MORE,1
883,Terrific purchase NiceREAD MORE,1
884,Very Good GoodREAD MORE,1
885,Terrific Original shuttles delivered. Value for money. Go for itREAD MORE,1
886,Fabulous! Nice superREAD MORE,1
887,Best in the market! Good product thanks flipkartREAD MORE,1
888,Did not meet expectations Bad and not a real productREAD MORE,0
889,Highly recommended Good quality productREAD MORE,1
890,Must buy! Very nice productREAD MORE,1
891,Horrible Very bad quality.READ MORE,0
892,Worth every penny SuperREAD MORE,1
893,Excellent SuperREAD MORE,1
894,Just okay Not badREAD MORE,1
895,Fair Not badREAD MORE,1
896,Great product Thank youREAD MORE,1
897,Great product niceREAD MORE,1
898,Best in the market! Durability isn't that good for 350READ MORE,1
899,Just wow! Unbelievable best shuttle....READ MORE,1
900,Delightful Good qualityREAD MORE,1
901,Hated it! Not original products too worstREAD MORE,0
902,Nice product GoodREAD MORE,1
903,Did not meet expectations DisappointedREAD MORE,0
904,Perfect product! niceREAD MORE,1
905,Simply awesome GoodREAD MORE,1
906,Simply awesome Go for this shuttle only if you are professionalREAD MORE,1
907,Must buy! Mast qualityREAD MORE,1
908,Fabulous! Original product.It was awesome.READ MORE,1
909,Great product NiceREAD MORE,1
910,Pretty good Fabulous products.READ MORE,1
911,Does the job GoodREAD MORE,1
912,Terrific purchase Good productREAD MORE,1
913,Very Good Nice product thanx flipkartREAD MORE,1
914,Fair Product is not up to the markREAD MORE,1
915,Wonderful Nice picREAD MORE,1
916,Classy product GoodREAD MORE,1
917,Great product OriginalREAD MORE,1
918,Worth the money OkREAD MORE,1
919,Highly recommended Good QualityREAD MORE,1
920,Really Nice GoodREAD MORE,1
921,Good quality product NiceREAD MORE,1
922,Expected a better product Waste productREAD MORE,0
923,Best in the market! TqREAD MORE,1
924,Did not meet expectations Very very worst quality i ever receivedREAD MORE,0
925,Must buy! GoodREAD MORE,1
926,Must buy! Good productREAD MORE,1
927,Unsatisfactory Quality is very poorREAD MORE,0
928,"Useless product Worst product, worst appREAD MORE",0
929,Just wow! Good productREAD MORE,1
930,Value-for-money GoodREAD MORE,1
931,Classy product Value for moneyREAD MORE,1
932,Fabulous! SuperREAD MORE,1
933,Super! SatisfiedREAD MORE,1
934,Just wow! Amazing 😊READ MORE,1
935,Value-for-money Good productREAD MORE,1
936,Delightful GoodREAD MORE,1
937,Worth every penny FineREAD MORE,1
938,Perfect product! Very nice shuttle love it 👌READ MORE,1
939,Delightful Very nice productREAD MORE,1
940,Hated it! Poor quality and westage of money shuttle broken in two  three gamesREAD MORE,0
941,Terrific Very niceREAD MORE,1
942,Hated it! Waste products not good quickly damageREAD MORE,0
943,Just okay NiceREAD MORE,0
944,Great product GoodREAD MORE,1
945,Worth the money It's good productREAD MORE,1
946,Terrific SuperREAD MORE,1
947,Horrible Bad produtVery badREAD MORE,0
948,Classy product GoodREAD MORE,1
949,Good choice Durability is goodREAD MORE,1
950,Worth every penny Very beautiful and attractiveREAD MORE,1
951,Super! okREAD MORE,1
952,Best in the market! NiceREAD MORE,1
953,Classy product Good itemREAD MORE,1
954,Great product Good product 👌🏼READ MORE,1
955,Good choice NiceREAD MORE,1
956,"Worst experience ever! Fake Product, not lasting even a day.READ MORE",0
957,Mind-blowing purchase Very nice shuttleREAD MORE,1
958,Worth every penny This product is very good qualityREAD MORE,1
959,Terrific purchase Very good shuttle. Everyone is playing with this shuttle.READ MORE,1
960,Great product Good product SupperREAD MORE,1
961,Terrific Super productREAD MORE,1
962,Excellent Excellent qualityREAD MORE,1
963,Fabulous! bestREAD MORE,1
964,Expected a better product Very bad haaREAD MORE,0
965,Great product Excellent product and deliveryREAD MORE,1
966,Delightful Very goodREAD MORE,1
967,Classy product Long lasting then any otherREAD MORE,1
968,Not good Poor quality 2 shuttle dameged very soon. I think that was old stock.READ MORE,0
969,Just wow! NiceREAD MORE,1
970,Good quality product Good oneREAD MORE,1
971,Best in the market! goodREAD MORE,1
972,Terrific purchase GoogREAD MORE,1
973,Terrific NiceREAD MORE,1
974,Good choice GoodREAD MORE,1
975,Not recommended at all Damaged product.READ MORE,0
976,Awesome GoodREAD MORE,1
977,Great product SuperbREAD MORE,1
978,Very Good Good but should more of in qualityREAD MORE,1
979,Best in the market! SuperbREAD MORE,1
980,Best in the market! Nice product 👍READ MORE,1
981,Simply awesome Good product value for moneyREAD MORE,1
982,Best in the market! Good qualityREAD MORE,1
983,Did not meet expectations Bad quality shuttles gone in a week.READ MORE,0
984,Must buy! Perfect for everyoneREAD MORE,1
985,Classy product Superb quality with nice packingREAD MORE,1
986,Perfect product! GoodREAD MORE,1
987,Just wow! One of the best shuttle for outdoor playREAD MORE,1
988,Best in the market! Thank you. Super goodREAD MORE,1
989,Highly recommended GoodREAD MORE,1
990,Worth every penny GoodREAD MORE,1
991,Waste of money! Worst Product... All shuttles are damaged... Old material...READ MORE,0
992,Horrible Very bad product returnedREAD MORE,0
993,Waste of money! Bad brotactREAD MORE,0
994,Wonderful Good productREAD MORE,1
995,Waste of money! D grade product. 🤮READ MORE,0
996,Decent product Quality was not goodREAD MORE,1
997,Useless product Very badREAD MORE,0
998,Highly recommended GoodREAD MORE,1
999,Wonderful NiceREAD MORE,1
1000,Good choice GoodREAD MORE,1
1001,Don't waste your money Very very badREAD MORE,0
1002,Useless product Nice Packing and fast deliveryREAD MORE,0
1003,Mind-blowing purchase Nice but quit expensiveREAD MORE,1
1004,Unsatisfactory very bad qualityREAD MORE,0
1005,Could be way better Not in normal quality and very Speed while playingREAD MORE,0
1006,Worth the money GoodREAD MORE,1
1007,Brilliant Just perfect for bed.......@@@ ItanagarREAD MORE,1
1008,Mind-blowing purchase Good 👍READ MORE,1
1009,"Wonderful Nowadays it's coming Hardy 2-3 hrs playing onlyQuality is going down, rate is going upNeed to search for alternativeREAD MORE",1
1010,Nice product ExcellentREAD MORE,1
1011,Best in the market! GoodREAD MORE,1
1012,Nice Good oneREAD MORE,1
1013,Don't waste your money Second quality 👎READ MORE,0
1014,Good quality product Very good. Shuttle.READ MORE,1
1015,Worth every penny Super quality ❤❤❤READ MORE,1
1016,Super! Trusted....and satisfiedREAD MORE,1
1017,Unsatisfactory Worst experience with filpkartREAD MORE,0
1018,Classy product Good productREAD MORE,1
1019,Best in the market! GoodREAD MORE,1
1020,Value-for-money Best for every badminton playerREAD MORE,1
1021,Great product GoodREAD MORE,1
1022,Mind-blowing purchase SuperREAD MORE,1
1023,Absolute rubbish! Flower damagedREAD MORE,0
1024,Delightful GoodREAD MORE,1
1025,Just wow! Loved it. Ekdum original qualityREAD MORE,1
1026,Wonderful GoodREAD MORE,1
1027,Super! Thanks FlipkartREAD MORE,1
1028,Terrific Nice productREAD MORE,1
1029,Super! Good productREAD MORE,1
1030,Highly recommended GoodREAD MORE,1
1031,Bad quality Products damageREAD MORE,1
1032,Simply awesome GoodREAD MORE,1
1033,Fabulous! FabulousREAD MORE,1
1034,Decent product It okayREAD MORE,1
1035,Expected a better product Quality is to badREAD MORE,0
1036,Classy product SuperbREAD MORE,1
1037,"Slightly disappointed Very low quality cork, i do not expect 4 or 5 games  to go but in the very first game the cork has come out where the feather part stays brqnd new. Such a cheap quality is not expectes from Yonex.READ MORE",0
1038,Wonderful GoodREAD MORE,1
1039,Awesome Good qualityREAD MORE,1
1040,Very Good GoodREAD MORE,1
1041,Super! NiceREAD MORE,1
