,Up Votes,Down Votes,Month,Ratings,Review,Year,Sentiment
244,22.0,7.0,Nov,2,Not good It seems it is not original. Lighter and not lasting for more than an hour of play.READ MORE,2017,Negative
245,17.0,3.0,Feb,2,Moderate Horrible shuttle I ever playREAD MORE,2017,Negative
246,1.0,1.0,Feb,5,"Worth every penny Finally got orginal yonex mavis 350.Genuine piece.There are so many fakes avilable in market.so serious players buy from here, you wont regret.READ MORE",2022,Positive
247,1.0,1.0,Mar,3,Does the job One shuttle lasts hardly 5 days which is very less. So I would suggest to the makers to keep in mind this thing before manufacturing. Price is also very high. Make it either durable or cheap for user friendly.READ MORE,2020,Neutral
248,0.0,1.0,Feb,5,"Classy product Item received in excellent condition, that too within one day. Thanks to the team. However one suggestion, please don't send the item in such a big cardboard box. Its actually a wastage of resources.READ MORE",2020,Positive
249,1.0,1.0,Jun,5,Best in the market! Used both the boxes... People who say they are fake have either never played with mavis 350 or may have received a damaged box that might have disturbed the flight of the shuttle.... For me who plays with mavis 350 day in and day out... It is absolutely original and being speed 75...it plays well in Delhi heat above 35 degrees.... Will order moreREAD MORE,2019,Positive
250,1.0,0.0,Mar,5,"Terrific purchase Product is good as like as bought in the open market. Price also is equal to open market. It would be good in on line, if price is less.READ MORE",2019,Positive
251,1.0,1.0,Jan,5,Simply awesome nice itemsREAD MORE,2019,Positive
252,1.0,0.0,Jan,5,Fabulous! Thank you flipkart for providing such a great product with good quality and great deal.READ MORE,2019,Positive
253,1.0,0.0,Dec,5,Mind-blowing purchase shutte is durable(lasts long) with good flight time ...much better than what I purchased at local store. also with offer it is cheaperREAD MORE,2018,Positive
254,0.0,0.0,Dec,5,Great product I love it.....It is really very guudAs well as it has a fantastic delivery It's so early alsoREAD MORE,2018,Positive
255,1.0,0.0,Oct,5,Mind-blowing purchase it's really good shuttle.  if you  want to improve your game it's best and also durable . it's flight is good and weight balance is superb.  it's best for amateur  levelREAD MORE,2018,Positive
256,1.0,1.0,Sep,3,Decent product Not convinced with the quality of product.READ MORE,2018,Neutral
257,124.0,106.0,Jun,1,"Utterly Disappointed There is no option to put images in the review section , the shuttles delivered were all used ones and not even Mavis 350 , The seller must be totally  unprofessional  , a basic check of a seal should be taken care by Flipkart atleastREAD MORE",2017,Negative
258,3.0,0.0,May,3,Nice okREAD MORE,2017,Neutral
259,24.0,20.0,Aug,4,good Value for MoneyREAD MORE,2016,Positive
260,0.0,2.0,Feb,5,Classy product Excellent product but cost is higherREAD MORE,2022,Positive
261,0.0,2.0,Nov,2,Moderate one Shuttle just broken in 4 days by a smashREAD MORE,2019,Negative
262,1.0,0.0,Mar,1,"Absolute rubbish! Shuttle is very poor,Guys dont purchase,flipkhart check with supplier,other very big impact other sales alsoREAD MORE",2022,Negative
263,2.0,0.0,Jun,5,"Excellent nice shuttle , The Flight is correct, and good durability.READ MORE",2018,Positive
264,3.0,1.0,Jan,4,Good choice Ball best but local rate are highREAD MORE,2018,Positive
266,4.0,2.0,Jan,4,"Value-for-money Good, slow type cork, we r using it for daily game, one cork lasts for 3 daysREAD MORE",2018,Positive
267,7.0,7.0,Dec,5,Worth every penny Best shuttlecock ever.... we play everyday for abt 4 hours continusly.... and we still use 1 shuttlecock for about 8 to 10 days... it's very durable.. and has got really good flight... Yonex rocks.... 👍READ MORE,2017,Positive
268,3.0,3.0,Nov,1,Absolute rubbish! Very worst rateREAD MORE,2017,Negative
269,4.0,3.0,Oct,5,very good shuttle has long life and light.READ MORE,2016,Positive
270,1.0,1.0,Jan,1,Worst experience ever! Worst product.Dont go for it.It will not stand for an hour playREAD MORE,2018,Negative
272,2.0,1.0,Dec,5,Just wow! Better for beginnersREAD MORE,2016,Positive
273,0.0,0.0,Mar,1,"Did not meet expectations shuttle not Good ,even  1 match it will come,think twice before purchaseREAD MORE",2022,Negative
274,0.0,0.0,Mar,2,Moderate Its okkREAD MORE,2020,Negative
275,1.0,0.0,Apr,2,quality not same 1st time order quantity is good but next time quality is very poor . Shuttle not looking same also .READ MORE,2018,Negative
276,1.0,0.0,Feb,5,Super! Nice product for practiceREAD MORE,2018,Positive
277,1.0,0.0,Jan,5,Fabulous! ExcellentREAD MORE,2018,Positive
278,1.0,0.0,May,5,Classy product Good oneREAD MORE,2017,Positive
279,1.0,0.0,May,5,Excellent NiceREAD MORE,2017,Positive
280,1.0,0.0,May,4,Good quality product GoodREAD MORE,2017,Positive
281,1.0,0.0,May,5,Must buy! It is good .READ MORE,2017,Positive
282,1.0,0.0,Mar,5,Classy product Original product with great discountREAD MORE,2017,Positive
283,1.0,0.0,Mar,3,Above-average product Good productREAD MORE,2017,Neutral
284,1.0,0.0,Jan,5,"Must buy! Absolutely good quality shuttles,and great packing by the team.READ MORE",2017,Positive
286,2.0,2.0,Aug,5,"Worth every penny Dear Retailnet, this is the second order, second order  was ifferent to first one. this one the packing look different and the quality was nice.thanks happy with the second orderREAD MORE",2017,Positive
288,1.0,1.0,Sep,2,Could be way better Poor product...READ MORE,2017,Negative
289,1.0,1.0,Jun,2,Slightly disappointed Poor qualityREAD MORE,2017,Negative
290,1.0,1.0,Mar,5,Fabulous! Value for moneyREAD MORE,2017,Positive
291,1.0,1.0,Sep,3,Fair Not badREAD MORE,2016,Neutral
729,0.0,0.0,Nov,5,Classy product It's really awesomeREAD MORE,2022,Positive
730,0.0,0.0,Nov,4,Delightful SuperREAD MORE,2022,Positive
731,0.0,0.0,Nov,5,Awesome GoodREAD MORE,2022,Positive
732,0.0,0.0,Oct,5,Excellent Good productREAD MORE,2022,Positive
733,0.0,0.0,Oct,5,Awesome The shuttle is working perfectlyREAD MORE,2022,Positive
734,0.0,0.0,Oct,5,Terrific purchase NiceREAD MORE,2022,Positive
735,0.0,0.0,Oct,5,Great product GudREAD MORE,2022,Positive
736,0.0,0.0,Oct,5,Wonderful Super goodREAD MORE,2022,Positive
737,0.0,0.0,Oct,4,Value-for-money Better to intermediate nd biggnerREAD MORE,2022,Positive
738,0.0,0.0,Oct,4,Delightful goodREAD MORE,2022,Positive
739,0.0,0.0,Oct,5,"Best in the market! Good product,READ MORE",2022,Positive
740,0.0,0.0,Oct,5,Terrific purchase FineREAD MORE,2022,Positive
741,0.0,0.0,Oct,5,Wonderful Super exalent iam very happy thank youREAD MORE,2022,Positive
742,0.0,0.0,Oct,3,Fair Not as we expected in qualityREAD MORE,2022,Neutral
743,0.0,0.0,Oct,5,Worthless Very bad qualityREAD MORE,2022,Positive
744,0.0,0.0,Oct,5,Terrific purchase NiceREAD MORE,2022,Positive
745,0.0,0.0,Oct,1,"Horrible Waste product.High speed shuttles, not useful to intermediate or advanced players.Looting money with sub-standard Products😡READ MORE",2022,Negative
746,0.0,0.0,Oct,5,Wonderful GoodREAD MORE,2022,Positive
747,0.0,0.0,Oct,5,Must buy! Fabulous shuttlecock is good for all medium playersREAD MORE,2022,Positive
748,0.0,0.0,Oct,2,Not good WorstREAD MORE,2022,Negative
749,0.0,0.0,Oct,4,Really Nice GoodREAD MORE,2022,Positive
750,0.0,0.0,Oct,1,"Terrible product When I order Yonex MAVIS 350 Slow Speed ball but he send some low quality ball, not puy tha product really worst quality don't buy this product pleaseREAD MORE",2022,Negative
751,0.0,0.0,Oct,4,Worth the money It wa goodREAD MORE,2022,Positive
752,0.0,0.0,Oct,4,Delightful SuperREAD MORE,2022,Positive
753,0.0,0.0,Oct,5,Perfect product! GoodREAD MORE,2022,Positive
754,0.0,0.0,Oct,5,Best in the market! Awsome product and one shuttle wears out in 8 gamesREAD MORE,2022,Positive
755,0.0,0.0,Oct,5,Mind-blowing purchase Very good quality productREAD MORE,2022,Positive
756,0.0,0.0,Oct,5,Must buy! Good quality.READ MORE,2022,Positive
757,0.0,0.0,Oct,5,Wonderful Nice shuttlecocksREAD MORE,2022,Positive
758,0.0,0.0,Oct,4,Worth the money GoodREAD MORE,2022,Positive
759,0.0,0.0,Oct,3,Does the job old productREAD MORE,2022,Neutral
760,0.0,0.0,Oct,5,Brilliant GoodREAD MORE,2022,Positive
761,0.0,0.0,Oct,4,Good quality product Good ProductREAD MORE,2022,Positive
762,0.0,0.0,Oct,1,Not recommended at all Very bad 😤😤😤😤😤😤😤READ MORE,2022,Negative
763,0.0,0.0,Oct,5,Terrific purchase Orginal quality productREAD MORE,2022,Positive
764,0.0,0.0,Oct,4,Good quality product Good but high price...READ MORE,2022,Positive
765,0.0,0.0,Oct,5,Excellent Best shuttlecocks in indoor and outdoor badmintonREAD MORE,2022,Positive
766,0.0,0.0,Oct,5,Super! GoodREAD MORE,2022,Positive
767,0.0,0.0,Oct,1,Absolute rubbish! Worst qualityREAD MORE,2022,Negative
768,0.0,0.0,Oct,5,Excellent Excellent productREAD MORE,2022,Positive
769,0.0,0.0,Oct,5,Just wow! ExlentREAD MORE,2022,Positive
770,0.0,0.0,Oct,5,Terrific GoodREAD MORE,2022,Positive
771,0.0,0.0,Oct,4,Very Good SuperREAD MORE,2022,Positive
772,0.0,0.0,Oct,5,Fabulous! PerfectREAD MORE,2022,Positive
773,0.0,0.0,Oct,4,Worth the money Good but very costlyREAD MORE,2022,Positive
774,0.0,0.0,Oct,5,Great product Good product👍READ MORE,2022,Positive
775,0.0,0.0,Oct,5,Wonderful GoodREAD MORE,2022,Positive
776,0.0,0.0,Oct,5,Awesome Very goodREAD MORE,2022,Positive
777,0.0,0.0,Oct,5,"Highly recommended Very good quality, happy with the purchaseREAD MORE",2022,Positive
778,0.0,0.0,Oct,5,Brilliant It's original and it's the best.Go for it without hesitation.READ MORE,2022,Positive
779,0.0,0.0,Oct,5,Wonderful Good product. great experienceREAD MORE,2022,Positive
780,0.0,0.0,Oct,5,Worth every penny Shuttle is very good 🙂READ MORE,2022,Positive
781,0.0,0.0,Oct,5,Terrific purchase Tq flippy it's original barrelREAD MORE,2022,Positive
782,0.0,0.0,Oct,4,Really Nice Real Yonex..satisfiedREAD MORE,2022,Positive
783,0.0,0.0,Oct,5,Perfect product! SuperREAD MORE,2022,Positive
784,0.0,0.0,Oct,5,Awesome Best shuttle of Mavis company. And thanks to flipcart service .READ MORE,2022,Positive
785,0.0,0.0,Oct,5,Just wow! SuperREAD MORE,2022,Positive
786,0.0,0.0,Oct,5,Mind-blowing purchase To goodREAD MORE,2022,Positive
787,0.0,0.0,Oct,5,Super! BestREAD MORE,2022,Positive
788,0.0,0.0,Oct,5,Simply awesome awesomeREAD MORE,2022,Positive
789,0.0,0.0,Oct,4,Nice product Awesome quality.READ MORE,2022,Positive
790,0.0,0.0,Oct,4,Very Good GoodREAD MORE,2022,Positive
791,0.0,0.0,Oct,5,Mind-blowing purchase GoodREAD MORE,2022,Positive
792,0.0,0.0,Oct,5,Terrific purchase Nice 👍READ MORE,2022,Positive
793,0.0,0.0,Sep,5,Terrific purchase Awesome product indeed. The closest to feather shuttleREAD MORE,2022,Positive
794,0.0,0.0,Sep,5,Awesome PerfectREAD MORE,2022,Positive
795,0.0,0.0,Sep,5,"Terrific purchase Nice product with best quality, if you are beginner  just go for it.Really worth for the money you spent.READ MORE",2022,Positive
796,0.0,0.0,Sep,5,Worth every penny Perfectly geniune product....Thank you seller....READ MORE,2022,Positive
797,0.0,0.0,Sep,1,Mind-blowing purchase Very good productREAD MORE,2022,Negative
798,0.0,0.0,Sep,5,Terrific purchase Best in classREAD MORE,2022,Positive
799,0.0,0.0,Sep,5,Highly recommended SuperREAD MORE,2022,Positive
800,0.0,0.0,Sep,5,Simply awesome GreatREAD MORE,2022,Positive
801,0.0,0.0,Sep,5,Simply awesome GoodREAD MORE,2022,Positive
802,0.0,0.0,Sep,5,Highly recommended NiceREAD MORE,2022,Positive
803,0.0,0.0,Sep,5,Brilliant GoodREAD MORE,2022,Positive
804,0.0,0.0,Sep,5,Fabulous! GoodREAD MORE,2022,Positive
805,0.0,0.0,Sep,5,Great product GoodREAD MORE,2022,Positive
806,0.0,0.0,Sep,2,Bad quality Worst qualityREAD MORE,2022,Negative
807,0.0,0.0,Sep,5,Highly recommended Superb ..nodoubtREAD MORE,2022,Positive
808,0.0,0.0,Sep,5,"Just wow! In terms of flight, stability and durability only 350  is better and can be consider nearly similar to feather Shuttles (AS 2 or rsl no. 5) otherwise all other mavis shuttles (300, 2000, 600 etc.) are not so goodREAD MORE",2022,Positive
809,0.0,0.0,Sep,5,Awesome Best shuttle in this price. Quality is so good and good to play.READ MORE,2022,Positive
810,0.0,0.0,Sep,5,Worth every penny Gud quality superREAD MORE,2022,Positive
811,0.0,0.0,Aug,5,"Classy product Yonex 350 is always best for practice, and it does the job nicelyREAD MORE",2022,Positive
812,0.0,0.0,Aug,5,Mind-blowing purchase Good productREAD MORE,2022,Positive
813,0.0,0.0,Aug,4,Delightful A best quality 😍READ MORE,2022,Positive
814,0.0,0.0,Aug,5,Simply awesome Nice qualityREAD MORE,2022,Positive
815,0.0,0.0,Aug,1,Hated it! Very bad quality.... Not even stable for one game ...READ MORE,2022,Negative
816,0.0,0.0,Aug,1,Worthless Shuttle is Used . Very bedREAD MORE,2022,Negative
817,0.0,0.0,Aug,5,Classy product GoodREAD MORE,2022,Positive
818,0.0,0.0,Aug,5,Brilliant Best price.best shuttle.Please offer the same price again.so that i can buy 3 barrels once again.READ MORE,2022,Positive
819,0.0,0.0,Aug,4,Really Nice GoodREAD MORE,2022,Positive
820,0.0,0.0,Aug,2,Moderate The quality of this box was not goodREAD MORE,2022,Negative
821,0.0,0.0,Aug,1,Terrible product Seller sent duplicate productREAD MORE,2022,Negative
822,0.0,0.0,Aug,4,Really Nice Very good quality and genuine productREAD MORE,2022,Positive
823,0.0,0.0,Aug,5,Perfect product! Nice best productREAD MORE,2022,Positive
824,0.0,0.0,Aug,5,Great product Quality is goodREAD MORE,2022,Positive
825,0.0,0.0,Aug,3,Decent product GoodREAD MORE,2022,Neutral
826,0.0,0.0,Aug,4,Good quality product Nice productREAD MORE,2022,Positive
827,0.0,0.0,Aug,4,"Really Nice Good product , reasonable priceREAD MORE",2022,Positive
828,0.0,0.0,Aug,3,Does the job AverageREAD MORE,2022,Neutral
829,0.0,0.0,Aug,2,Slightly disappointed Quality is not goodREAD MORE,2022,Negative
830,0.0,0.0,Aug,5,Mind-blowing purchase Best one for beginners and intermediate players.READ MORE,2022,Positive
831,0.0,0.0,Aug,4,Delightful Amazing!READ MORE,2022,Positive
832,0.0,0.0,Aug,1,Very poor Worst quality.READ MORE,2022,Negative
833,0.0,0.0,Aug,5,Great product Go for it!READ MORE,2022,Positive
834,0.0,0.0,Aug,4,Good quality product GoodREAD MORE,2022,Positive
835,0.0,0.0,Aug,5,Excellent Good.. Same as previews...READ MORE,2022,Positive
836,0.0,0.0,Aug,4,Very Good It awesomeREAD MORE,2022,Positive
837,0.0,0.0,Aug,4,Nice product Good quality...love itREAD MORE,2022,Positive
838,0.0,0.0,Aug,1,Utterly Disappointed Bad qualityREAD MORE,2022,Negative
839,0.0,0.0,Aug,4,Delightful Not bad it's goodREAD MORE,2022,Positive
840,0.0,0.0,Aug,1,Absolute rubbish! SuperREAD MORE,2022,Negative
841,0.0,0.0,Aug,4,Delightful All time favourite for badminton...READ MORE,2022,Positive
842,0.0,0.0,Aug,5,Great product Good 😊READ MORE,2022,Positive
843,0.0,0.0,Aug,1,Worthless Not goodREAD MORE,2022,Negative
844,0.0,0.0,Aug,4,Good choice Nice productREAD MORE,2022,Positive
845,0.0,0.0,Aug,3,Does the job Better shuttle for beginners and for humid areas...READ MORE,2022,Neutral
